Geneid	Chr	Start	End	Strand	Length	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	S11	S12	S13	S14	S15	S16	S17	S17_S17	S18	S19	S20	S21	S22	S23	S24	S24_S24	S25	S25_S25	S26	S26_S26	S27	S28	S28_S28	S29_S29	S31_S31	S32_S32	S33_S33	gene_name
b0131	NC_000913.3	146314	146694	-	381	81	68	76	61	87	88	118	61	53	116	55	55	61	80	21	22	78	17	30	72	63	95	81	51	29	99	54	108	33	59	22	40	68	73	175	50	83	panD
b0132	NC_000913.3	146968	147870	+	903	5	6	10	10	14	9	16	17	6	13	5	5	11	12	9	6	14	11	1	6	12	8	5	9	6	5	12	18	41	5	38	35	24	43	14	6	8	rpnC
b0133	NC_000913.3	147944	148795	-	852	85	41	67	64	66	87	99	108	93	43	22	95	80	78	227	210	49	22	51	112	89	94	78	36	60	163	138	226	399	60	314	410	707	1150	124	34	234	panC
b0134	NC_000913.3	148807	149601	-	795	27	18	42	32	39	36	61	34	47	25	7	44	49	48	193	159	23	18	21	64	53	53	50	37	40	141	102	133	345	14	332	349	593	897	65	40	180	panB
b0135	NC_000913.3	149715	150953	-	1239	1	1	0	0	1	1	1	1	1	3	1	3	0	2	0	2	1	1	0	0	2	1	0	0	0	3	0	1	2	1	5	6	1	3	23	1	2	yadC
b0136	NC_000913.3	151003	151599	-	597	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	4	8	0	1	yadK
b0137	NC_000913.3	151626	152231	-	606	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	6	1	3	yadL
b0138	NC_000913.3	152243	152812	-	570	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	1	14	2	1	yadM
b0139	NC_000913.3	152829	155426	-	2598	0	1	0	0	1	0	0	0	0	0	1	1	0	2	0	0	1	4	0	0	1	0	0	0	0	1	2	2	0	1	0	1	2	9	118	2	2	htrE
b0140	NC_000913.3	155461	156201	-	741	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	3	0	61	3	2	yadV
b0141	NC_000913.3	156299	156883	-	585	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	2	1	0	1	0	0	1	0	0	0	0	1	1	0	0	30	1	1	yadN
b0142	NC_000913.3	157253	157732	-	480	0	1	2	4	2	6	5	6	9	3	3	0	7	9	3	3	1	0	1	4	9	13	6	3	1	7	11	0	20	0	16	21	3	50	10	1	11	folK
b0143	NC_000913.3	157729	159126	-	1398	24	18	40	29	60	76	80	101	90	46	30	63	89	94	47	39	20	26	31	103	123	115	73	39	50	90	146	115	230	35	183	231	138	742	86	20	251	pcnB
b0144	NC_000913.3	159186	160112	-	927	6	8	15	13	17	15	11	7	9	18	11	12	20	26	5	4	10	5	11	21	22	29	11	1	2	7	7	20	29	7	15	20	31	65	14	0	13	gluQ
b0145	NC_000913.3	160149	160604	-	456	207	215	242	192	323	91	120	82	89	243	247	304	333	413	60	68	259	92	94	300	319	282	109	46	63	435	167	1333	136	355	144	156	407	450	848	177	262	dksA
b0146	NC_000913.3	160782	161486	-	705	68	126	54	49	119	65	80	36	59	139	164	100	124	110	43	52	139	53	64	65	98	72	39	20	37	84	68	553	90	259	80	93	182	182	556	126	70	sfsA
b0147	NC_000913.3	161501	162031	-	531	5	3	5	4	8	12	3	3	2	5	1	6	11	3	4	3	5	2	5	9	6	7	7	2	1	8	3	17	17	5	8	10	37	70	15	1	20	thpR
b0148	NC_000913.3	162105	164534	+	2430	29	12	37	24	48	32	26	34	43	22	20	38	35	39	21	17	26	26	7	31	61	37	27	3	8	68	34	102	47	39	54	50	134	287	55	20	97	hrpB
b0149	NC_000913.3	164730	167264	+	2535	45	74	93	53	113	57	120	94	63	124	63	85	94	129	15	30	68	27	24	112	138	99	32	17	25	196	67	362	64	43	70	65	192	392	49	40	245	mrcB
b0150	NC_000913.3	167484	169727	+	2244	59	52	83	56	114	70	68	106	58	73	34	85	88	114	44	81	64	49	58	92	110	99	24	30	30	402	68	810	283	147	147	99	615	287	179	43	149	fhuA
b0151	NC_000913.3	169778	170575	+	798	8	9	6	6	13	13	16	10	17	9	3	7	13	10	10	10	7	7	5	11	12	15	7	4	7	128	11	171	30	22	28	20	158	115	19	15	53	fhuC
b0152	NC_000913.3	170575	171465	+	891	5	3	5	5	6	5	0	2	5	3	1	7	3	11	1	6	7	3	2	6	9	9	4	2	4	19	8	15	23	1	20	15	42	35	7	1	6	fhuD
b0153	NC_000913.3	171462	173444	+	1983	11	8	10	6	10	11	7	15	15	6	4	7	10	20	7	14	5	2	1	15	24	18	7	1	4	46	14	75	40	4	30	27	123	116	10	6	51	fhuB
b0154	NC_000913.3	173602	174882	-	1281	71	34	78	66	86	50	42	56	49	40	21	81	89	81	58	33	47	28	51	105	106	118	39	17	24	237	67	423	60	45	65	88	367	474	57	34	175	hemL
b4765	NC_000913.3	175048	175095	+	48	0	5	3	1	4	4	1	1	1	2	8	2	1	3	1	2	3	0	1	1	0	0	1	1	2	5	1	13	8	19	1	1	2	1	17	5	0	yadX
b0155	NC_000913.3	175107	176528	+	1422	14	20	20	22	25	30	21	30	28	17	25	26	30	37	14	30	36	9	18	28	40	33	14	9	11	77	24	202	66	46	54	47	116	185	110	15	64	clcA
b4728	NC_000913.3	176552	176617	+	66	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	yadW
b0156	NC_000913.3	176610	176954	+	345	140	127	155	130	179	125	87	114	78	126	96	191	182	169	90	87	94	34	59	154	164	162	69	32	42	179	76	464	183	168	172	204	336	371	573	59	151	erpA
b0157	NC_000913.3	177001	177624	-	624	5	9	17	10	24	4	8	12	15	20	3	16	16	19	8	4	12	6	4	15	26	17	6	5	3	7	15	13	27	4	22	26	20	52	60	6	30	yadS
b0158	NC_000913.3	177662	178462	-	801	14	6	20	21	20	14	14	18	16	14	3	9	26	14	20	15	13	4	7	21	24	26	8	0	13	19	14	23	24	11	17	22	29	92	16	8	52	btuF
b0159	NC_000913.3	178455	179153	-	699	83	49	72	86	103	65	65	98	79	34	25	80	94	77	36	41	44	39	37	77	72	68	39	17	24	226	63	316	86	144	74	88	143	238	143	47	138	mtn
b0160	NC_000913.3	179237	180754	+	1518	17	5	20	18	37	15	7	15	11	1	6	34	17	18	25	21	13	9	4	25	18	22	14	5	2	13	24	36	37	13	42	46	58	94	56	7	32	dgt
b0161	NC_000913.3	180884	182308	+	1425	157	174	224	218	255	347	332	1512	692	147	112	280	131	206	149	118	120	19	106	193	194	193	221	103	41	803	166	4477	144	47	109	108	473	270	697	128	851	degP
b0162	NC_000913.3	182463	183620	+	1158	20	5	22	21	24	14	15	17	21	22	12	29	24	26	8	8	27	5	20	25	43	35	29	14	5	21	22	25	13	5	12	17	39	71	32	7	58	cdaR
b0163	NC_000913.3	183709	184095	-	387	64	60	74	75	67	26	27	18	29	32	38	71	80	64	20	27	47	15	26	53	75	71	39	20	9	50	81	118	57	43	37	54	61	58	109	15	40	yaeH
b0164	NC_000913.3	184257	185069	-	813	4	6	7	7	12	7	6	6	8	2	2	7	6	4	3	2	6	3	2	6	10	4	4	1	1	10	4	11	10	2	9	9	25	31	9	0	17	yaeI
b0166	NC_000913.3	185123	185947	-	825	104	52	111	73	106	86	70	113	102	64	32	129	82	84	51	56	82	43	53	106	88	104	41	44	14	231	87	256	78	130	88	94	328	357	142	64	171	dapD
b0167	NC_000913.3	185978	188650	-	2673	41	25	51	48	59	41	31	35	49	33	13	53	52	49	23	24	34	7	43	60	71	58	22	11	13	99	63	107	67	38	64	47	125	153	81	25	79	glnD
b0168	NC_000913.3	188712	189506	-	795	102	61	125	81	137	42	43	34	47	59	26	132	119	111	44	50	58	29	51	128	133	107	36	8	17	86	83	196	145	78	109	115	161	235	155	33	87	map
b4414	NC_000913.3	189712	189847	+	136	33	43	88	42	91	11	34	15	28	67	42	102	142	167	19	17	70	1	22	118	161	125	27	10	16	29	80	80	81	14	55	99	15	94	13	7	47	tff
b0169	NC_000913.3	189874	190599	+	726	581	362	1028	718	1270	366	524	470	424	472	260	1225	1500	1430	339	181	497	68	322	1525	1686	1392	342	174	132	1319	1031	2254	815	136	796	1118	602	2525	149	140	1386	rpsB
b0170	NC_000913.3	190857	191708	+	852	326	163	516	395	577	114	142	119	123	107	67	649	486	608	143	79	145	13	122	662	667	639	155	67	58	466	495	1157	328	63	354	388	344	1100	89	52	764	tsf
b0171	NC_000913.3	191855	192580	+	726	46	33	69	41	73	60	51	69	64	41	8	82	80	76	40	38	30	24	16	87	114	78	35	16	14	110	116	134	138	44	135	144	240	365	96	29	152	pyrH
b0172	NC_000913.3	192872	193429	+	558	208	180	251	203	317	194	178	250	194	214	132	324	320	330	189	145	213	92	128	362	289	264	116	77	56	260	270	719	334	232	358	522	496	900	387	112	318	frr
b0173	NC_000913.3	193521	194717	+	1197	47	94	83	42	102	81	124	74	94	144	111	70	78	122	36	34	102	13	31	86	101	97	26	21	14	175	78	207	91	38	107	116	186	390	66	17	106	dxr
b4809	NC_000913.3	194784	194844	+	61	4	13	4	4	9	6	5	3	2	15	12	5	6	1	4	4	10	5	3	4	6	1	2	0	0	41	3	53	3	7	5	10	9	8	10	4	12	ispZ
b0174	NC_000913.3	194903	195664	+	762	75	64	138	125	204	82	94	106	123	105	46	209	193	210	63	32	104	17	44	205	221	201	46	26	16	44	96	72	181	30	228	309	118	429	52	11	107	ispU
b0175	NC_000913.3	195677	196534	+	858	48	47	96	83	131	64	53	69	77	66	40	123	89	115	56	47	57	12	37	122	139	132	31	9	10	120	51	197	134	62	133	160	199	459	71	12	204	cdsA
b0176	NC_000913.3	196546	197898	+	1353	109	110	181	144	241	164	143	178	200	127	43	293	196	188	83	78	127	17	57	224	237	209	66	55	30	272	152	295	238	46	244	312	337	915	145	45	307	rseP
b0177	NC_000913.3	197928	200360	+	2433	553	283	658	441	658	426	350	453	471	223	131	805	556	682	318	235	314	83	246	697	678	701	205	147	78	713	440	856	456	205	579	633	1154	2451	280	106	1153	bamA
b0178	NC_000913.3	200482	200967	+	486	245	182	225	164	265	134	113	111	112	150	90	273	223	273	88	74	165	98	89	258	224	201	88	62	37	378	155	547	135	200	134	184	643	1180	239	83	535	skp
b0179	NC_000913.3	200971	201996	+	1026	202	139	255	174	259	223	186	227	241	129	67	261	265	260	143	132	164	46	109	239	244	234	127	81	42	461	223	626	227	152	241	314	515	1177	241	72	544	lpxD
b0180	NC_000913.3	202101	202556	+	456	80	62	102	69	110	73	72	66	92	56	32	133	134	120	70	40	60	27	37	107	101	93	57	30	17	98	113	131	107	53	101	145	203	373	92	28	181	fabZ
b0181	NC_000913.3	202560	203348	+	789	148	75	172	117	172	181	117	149	138	75	34	181	181	186	108	104	91	48	53	212	199	202	85	59	31	340	119	309	164	120	164	188	548	1069	171	64	607	lpxA
b0182	NC_000913.3	203348	204496	+	1149	45	25	61	51	71	86	49	87	78	28	17	67	66	63	51	41	42	16	34	88	73	72	41	17	12	62	52	79	117	22	99	107	122	451	27	14	198	lpxB
b0183	NC_000913.3	204493	205089	+	597	15	6	24	15	22	19	26	19	43	7	1	15	19	22	13	10	8	5	12	28	31	31	8	7	6	7	21	29	22	8	41	37	24	128	6	3	48	rnhB
b0184	NC_000913.3	205126	208608	+	3483	118	64	143	76	129	131	117	140	162	101	54	158	146	161	76	76	69	30	49	185	152	187	78	38	32	140	131	209	170	74	149	203	216	583	139	23	249	dnaE
b0185	NC_000913.3	208621	209580	+	960	95	58	123	92	109	68	61	100	86	74	48	119	126	134	51	59	70	23	44	138	102	133	56	41	19	98	106	197	87	61	114	110	131	279	53	18	179	accA
b0186	NC_000913.3	209679	211820	+	2142	16	51	20	23	31	26	19	18	20	35	22	24	19	48	21	45	41	19	36	20	21	32	11	18	13	119	26	358	49	109	42	34	273	114	209	50	85	ldcC
b0187	NC_000913.3	211877	212266	+	390	4	8	7	5	11	7	7	4	7	13	7	4	7	13	8	9	17	4	9	9	11	7	8	3	4	39	7	87	12	17	15	16	85	49	51	16	30	yaeR
b0188	NC_000913.3	212331	213629	+	1299	10	15	39	17	19	23	11	29	26	29	16	14	22	30	25	19	19	9	12	25	44	17	23	6	7	57	26	74	62	21	43	59	137	182	35	8	95	tilS
b0189	NC_000913.3	213678	213932	-	255	28	54	32	16	25	18	16	11	6	40	78	43	39	31	11	16	47	24	12	20	16	25	14	8	3	95	15	283	40	54	21	20	58	45	127	34	44	rof
b4406	NC_000913.3	213925	214125	-	201	16	33	24	32	31	9	11	6	3	28	77	20	18	18	3	9	27	10	10	19	17	22	7	3	3	32	6	123	13	28	16	18	34	23	59	10	24	yaeP
b0190	NC_000913.3	214291	214836	+	546	8	16	13	6	21	7	11	17	4	27	19	16	18	19	6	9	16	3	4	11	18	18	10	1	3	16	18	22	22	9	19	24	25	63	27	1	21	yaeQ
b0191	NC_000913.3	214833	215255	+	423	5	18	12	13	14	1	4	5	4	17	18	9	9	14	5	1	10	2	2	4	8	8	3	2	0	9	15	9	10	4	10	24	9	20	10	2	9	arfB
b0192	NC_000913.3	215269	215979	+	711	13	29	19	17	25	27	18	21	17	35	25	19	23	19	11	18	24	5	6	28	27	26	6	8	7	37	32	106	36	22	30	42	84	143	40	13	43	nlpE
b0193	NC_000913.3	216179	217003	-	825	2	1	2	3	4	7	6	7	4	4	2	5	7	4	0	3	2	1	2	4	7	6	3	2	1	5	8	17	15	3	14	12	7	26	30	1	5	yaeF
b0194	NC_000913.3	217057	218775	-	1719	132	86	118	102	140	207	137	237	153	102	39	145	161	203	117	119	86	43	71	226	203	203	88	39	25	527	149	784	212	91	175	260	479	916	132	43	386	proS
b0195	NC_000913.3	218887	219594	-	708	12	7	16	6	15	6	12	13	15	7	7	14	21	13	2	7	11	2	5	12	23	26	7	4	3	12	3	26	16	9	12	12	20	63	25	7	19	trmO
b0196	NC_000913.3	219591	219995	-	405	8	4	27	14	25	4	7	3	11	6	2	16	12	20	4	4	5	3	6	18	17	22	7	0	2	8	6	2	14	7	13	13	5	30	19	3	10	rcsF
b0197	NC_000913.3	220113	220928	-	816	25	24	40	35	60	14	9	18	11	23	17	53	46	35	13	9	27	5	18	33	28	36	11	6	1	26	35	58	21	12	30	31	49	69	21	1	49	metQ
b0198	NC_000913.3	220968	221621	-	654	8	2	5	4	6	2	5	3	5	5	2	8	6	6	0	3	6	1	1	6	8	13	5	3	1	6	6	20	10	6	11	7	28	38	11	0	38	metI
b0199	NC_000913.3	221614	222645	-	1032	7	8	12	8	16	4	7	6	3	11	1	16	14	13	3	3	8	2	3	15	15	12	3	0	0	5	5	7	6	4	11	20	18	39	7	0	33	metN
b0200	NC_000913.3	222833	223408	+	576	39	21	42	36	55	25	27	24	23	49	21	47	54	45	16	23	32	19	26	63	56	52	32	12	7	45	58	42	37	32	40	52	61	101	53	9	65	gmhB
b0201	NC_000913.3	223771	225312	+	1542	1132695	1412158	950963	980021	1120597	1139461	1166799	1151278	943944	1242013	1288995	801904	1003204	1091079	866316	1138120	1118451	3096	1049841	1052481	1163728	1022677	1093596	1066513	410161	7837	1043214	8023	1411668	11879	1143985	1308080	67506	4366	3444	8612	942	rrsH
b0202	NC_000913.3	225381	225457	+	77	12	20	16	8	24	9	8	14	13	36	27	23	52	67	8	6	29	13	4	44	39	33	13	10	8	20	17	22	69	13	57	72	28	105	52	11	42	ileV
b0203	NC_000913.3	225500	225575	+	76	9	11	13	4	12	6	10	2	6	10	6	6	17	18	1	3	29	387	3	16	20	12	10	3	3	200	6	179	24	230	28	22	188	359	104	108	268	alaV
b0204	NC_000913.3	225759	228662	+	2904	1155534	899539	1082913	1242455	1202225	1506174	1494150	1312434	1502569	1102529	942377	818436	975942	1151314	1054351	1440825	1193264	6224	1375554	1304491	1471798	1304844	1356659	1464422	525023	18583	1666905	25557	1103424	19450	1400503	1203228	142820	13525	6155	17724	3209	rrlH
b0205	NC_000913.3	228756	228875	+	120	18062	18305	10769	12913	18483	11835	9955	7256	4515	8615	15613	9206	15409	11444	8991	15977	17725	83	11434	15099	24728	15980	15624	9112	2793	53	8562	88	10929	222	14244	17470	729	46	39	115	5	rrfH
b0206	NC_000913.3	228928	229004	+	77	13	24	24	26	53	14	34	24	13	34	35	28	75	72	3	11	64	952	10	52	58	34	29	6	5	411	12	287	29	396	25	33	449	635	78	289	532	aspU
b0207	NC_000913.3	229167	229970	+	804	5	6	9	5	8	5	16	3	7	20	4	8	1	11	1	3	6	9	0	11	14	7	6	1	0	5	11	11	9	6	4	5	2	10	16	4	3	dkgB
b0208	NC_000913.3	229967	230881	-	915	9	7	13	7	23	14	12	9	13	5	1	7	11	8	10	3	21	3	5	14	14	10	5	2	1	13	7	54	21	8	12	16	28	44	89	15	19	yafC
b0209	NC_000913.3	231122	231922	+	801	120	114	71	62	89	113	85	108	119	97	87	80	67	83	40	66	123	63	63	64	72	75	49	48	24	194	112	348	102	145	87	82	249	198	232	48	134	yafD
b0210	NC_000913.3	231926	232549	+	624	14	20	11	13	16	30	19	40	25	26	9	14	14	9	6	10	9	1	11	9	14	13	9	12	5	31	34	53	25	8	28	33	37	69	44	0	33	yafE
b0211	NC_000913.3	232597	233955	-	1359	430	459	756	591	994	1995	1691	2121	1889	688	212	1208	912	1117	558	369	403	76	235	1074	1290	1056	607	277	207	534	537	545	2462	140	2102	2824	215	3696	176	115	1996	mltD
b0212	NC_000913.3	234027	234782	-	756	3	6	13	10	14	4	6	6	15	2	0	16	12	14	4	5	15	0	7	23	9	14	9	4	2	2	13	8	9	4	8	21	8	18	21	1	0	gloB
b4815	NC_000913.3	234288	234320	+	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ykfO
b0213	NC_000913.3	234816	235538	+	723	21	11	14	18	12	14	18	16	12	12	4	9	15	23	7	8	11	7	7	19	22	25	9	7	1	5	12	22	17	9	18	13	17	25	28	2	18	yafS
b0214	NC_000913.3	235535	236002	-	468	23	11	21	18	18	15	10	19	21	14	5	31	18	16	4	6	9	3	7	24	26	21	7	2	3	16	24	17	16	14	21	20	18	27	31	4	11	rnhA
b0215	NC_000913.3	236067	236798	+	732	19	20	31	24	33	24	19	22	20	32	33	25	36	38	14	15	35	18	8	32	46	36	17	13	7	53	12	67	46	78	27	49	108	79	148	28	53	dnaQ
b0216	NC_000913.3	236931	237007	+	77	14	26	17	8	25	8	26	7	6	9	8	13	31	42	4	8	20	954	3	24	52	24	6	4	5	399	9	271	6	413	12	15	460	631	106	261	565	aspV
b0217	NC_000913.3	237335	238120	+	786	0	1	0	1	0	1	0	0	0	0	2	0	0	4	0	0	0	1	1	1	4	1	0	0	0	1	1	0	3	2	1	2	1	5	22	2	1	yafT
b4586	NC_000913.3	238257	238736	-	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	2	0	0	ykfM
b0218	NC_000913.3	238746	239084	-	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	3	3	0	0	yafU
b4503	NC_000913.3	239190	239378	+	189	0	1	1	0	1	1	0	0	0	3	0	3	1	0	2	0	3	0	0	2	0	2	0	0	0	1	0	2	0	1	0	1	4	13	0	0	2	yafF
b0219	NC_000913.3	239419	240189	-	771	25	15	20	16	29	14	10	15	8	17	14	16	6	16	5	12	10	20	12	21	13	21	11	7	9	49	19	85	16	66	14	24	74	89	93	10	31	yafV
b0220	NC_000913.3	240343	240816	+	474	16	75	44	15	60	10	56	9	6	124	180	28	52	62	8	5	136	6	12	46	59	39	14	12	3	49	31	260	11	6	12	20	51	83	42	6	88	ivy
b0221	NC_000913.3	240859	243303	-	2445	233	143	749	917	422	203	170	391	241	191	77	369	955	369	777	989	313	123	520	488	482	337	167	174	81	653	17	3530	314	1092	407	276	10983	999	3941	1426	2103	fadE
b0222	NC_000913.3	243543	244121	+	579	82	47	73	79	82	27	29	26	27	67	48	87	55	70	29	27	41	12	29	65	72	67	16	11	7	35	40	71	66	58	50	61	105	110	212	21	67	gmhA
b0223	NC_000913.3	244327	245094	+	768	16	13	28	14	34	38	43	32	33	15	4	26	34	23	20	11	15	2	15	33	38	37	16	14	6	26	29	24	117	6	85	87	43	226	216	11	50	yafJ
b0224	NC_000913.3	245065	245805	-	741	60	48	63	55	69	364	194	228	204	41	15	88	71	93	188	156	55	9	52	77	89	90	143	104	48	143	168	107	846	24	615	794	231	781	568	40	185	dpaA
b0225	NC_000913.3	245961	246239	-	279	11	15	24	27	30	27	27	32	38	16	13	20	19	9	25	36	15	0	9	24	29	24	10	3	5	11	19	12	165	11	93	136	29	63	241	6	15	yafQ
b0226	NC_000913.3	246242	246502	-	261	61	62	45	41	57	40	40	34	46	48	55	53	39	43	45	93	66	10	33	48	59	54	34	22	16	29	23	77	166	68	118	139	82	115	356	48	27	dinJ
b0227	NC_000913.3	246712	247461	+	750	1	3	1	0	1	2	0	0	2	10	8	1	1	1	3	5	11	3	3	2	2	1	1	1	1	4	2	21	6	12	5	2	15	14	28	4	1	yafL
b0228	NC_000913.3	247637	248134	+	498	3	0	7	6	5	3	0	2	0	1	0	3	3	3	0	0	1	1	4	4	2	4	2	0	1	3	7	3	5	3	3	6	7	5	7	1	1	rayT
b0229	NC_000913.3	248358	250070	-	1713	2	2	4	5	4	5	7	2	2	4	2	3	1	5	2	1	2	4	2	4	5	2	3	0	0	5	2	19	12	4	6	7	28	36	27	8	8	lfhA
b0230	NC_000913.3	250072	250827	+	756	1	3	1	0	1	1	2	4	0	7	4	3	3	3	3	4	1	3	2	1	4	0	1	0	0	1	0	3	20	11	9	9	24	13	10	1	1	lafU
b0231	NC_000913.3	250898	251953	+	1056	16	9	15	10	18	15	13	15	14	2	2	0	0	2	1	2	7	18	9	18	24	22	10	4	4	35	19	68	4	2	7	5	2	10	76	13	44	dinB
b0232	NC_000913.3	252005	252298	+	294	2	5	1	1	3	3	1	1	3	27	16	34	27	41	21	29	6	1	1	4	3	1	1	3	1	1	2	8	72	20	70	65	53	57	82	8	7	yafN
b0233	NC_000913.3	252301	252699	+	399	0	0	0	1	3	1	0	0	3	4	4	20	14	16	13	17	4	0	1	1	0	2	0	0	0	3	2	2	24	2	29	34	15	43	16	0	2	yafO
b0234	NC_000913.3	252709	253161	+	453	0	0	0	1	1	0	1	2	0	4	0	4	5	7	12	8	2	0	1	1	1	0	0	0	1	0	0	0	35	1	19	15	3	10	16	0	0	yafP
b0235	NC_000913.3	253467	253733	+	267	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	8	6	3	1	ykfJ
b0236	NC_000913.3	253702	254202	+	501	3	0	4	1	2	2	2	3	3	0	3	1	6	5	0	2	2	1	3	2	1	3	0	0	1	1	1	1	7	4	4	6	10	22	11	4	6	prfH
b0237	NC_000913.3	254259	255716	-	1458	295	120	273	235	269	77	71	72	77	88	33	265	195	238	144	101	142	50	135	246	177	233	103	74	38	136	244	157	216	138	222	286	360	830	225	41	290	pepD
b0238	NC_000913.3	255977	256435	+	459	11	16	30	19	39	10	26	10	21	38	19	15	48	35	11	6	23	7	6	52	58	54	21	8	3	23	39	42	45	16	30	34	19	90	29	9	49	gpt
b0239	NC_000913.3	256527	257771	+	1245	44	22	59	31	44	70	59	65	74	27	10	37	47	33	59	64	21	16	31	55	47	56	61	33	22	143	89	128	126	59	106	131	285	397	112	47	183	frsA
b0240	NC_000913.3	257829	259006	+	1178	456	317	426	394	446	235	149	170	175	284	97	378	248	304	129	127	251	127	144	321	242	304	140	89	32	242	107	286	200	289	165	205	570	320	511	97	391	crl
b4710	NC_000913.3	257923	258426	-	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	insB9
b4709	NC_000913.3	258345	258620	-	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	insA9
b0241	NC_000913.3	259045	260100	-	1056	3	7	7	5	9	3	5	7	4	7	6	6	17	2	2	2	16	5	6	13	11	14	5	2	1	3	1	0	8	0	4	7	3	9	55	8	7	phoE
b0242	NC_000913.3	260388	261491	+	1104	33	21	37	28	59	20	45	32	20	97	49	30	53	86	15	21	38	8	22	62	60	62	21	12	10	71	37	96	39	34	38	42	136	212	78	11	107	proB
b0243	NC_000913.3	261503	262756	+	1254	22	20	42	22	46	22	40	31	21	64	35	35	57	58	13	31	48	32	21	62	50	59	22	11	6	72	33	170	35	57	22	44	155	171	111	29	74	proA
b0244	NC_000913.3	262871	262946	+	76	16	21	15	17	37	9	20	14	0	16	13	15	24	18	11	3	29	201	7	13	26	8	6	4	2	94	6	133	14	153	8	10	81	55	73	64	112	thrW
b4626	NC_000913.3	263150	263212	-	63	1	0	1	1	3	0	1	0	1	1	0	1	3	1	0	0	1	0	0	1	3	2	0	1	1	0	2	1	0	0	0	0	0	0	1	0	0	ykfN
b0245	NC_000913.3	263328	263669	-	342	1	1	3	1	4	5	2	8	2	2	2	3	4	3	0	0	1	0	2	3	3	8	1	0	0	9	6	3	1	0	1	0	1	3	5	0	5	ykfI
b0246	NC_000913.3	263690	264007	-	318	0	0	2	2	0	1	2	1	1	0	1	1	1	2	0	0	0	0	1	2	3	0	0	0	1	1	3	2	2	1	3	1	3	5	1	2	3	yafW
b4504	NC_000913.3	264026	264247	-	222	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	3	0	0	1	ykfH
b0247	NC_000913.3	264256	264732	-	477	0	0	1	1	1	0	2	1	2	0	1	1	1	1	0	1	1	0	0	0	3	2	2	0	2	3	1	9	1	2	0	0	5	6	0	1	2	ykfG
b0248	NC_000913.3	264748	265206	-	459	6	8	3	4	9	11	16	1	6	6	6	12	12	13	3	2	4	1	1	13	14	11	6	3	1	3	12	10	6	3	10	17	5	22	6	1	12	yafX
b0249	NC_000913.3	265304	265543	-	240	1	3	3	2	6	1	3	2	2	6	3	6	3	5	0	3	3	1	2	9	8	4	3	0	0	2	6	14	4	3	3	7	8	28	12	1	2	ykfF
b0250	NC_000913.3	265620	266087	-	468	14	41	16	13	20	33	22	40	29	31	38	23	23	11	8	11	17	12	7	10	15	11	7	14	10	58	11	308	23	77	37	32	36	74	58	20	24	ykfB
b0251	NC_000913.3	266110	266553	-	444	0	0	1	0	0	0	1	2	2	3	2	0	2	1	2	0	1	4	1	1	0	3	1	0	2	1	2	3	3	2	3	1	1	2	2	0	3	yafY
b4627	NC_000913.3	266553	266774	-	222	0	0	1	1	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	1	1	0	1	1	1	1	0	0	ykfL
b4628	NC_000913.3	266776	266967	-	192	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	ykfK
b0252	NC_000913.3	267184	268005	-	822	1	1	4	1	5	5	3	6	4	3	2	4	1	5	3	1	3	2	1	4	3	2	2	2	2	6	2	1	6	2	3	3	5	14	1	1	3	yafZ
